,confirmed,department,nation,operator,operators_departments,year
1921,unconfirmed,Client,france,James Rivera,spanish,2019
1922,unconfirmed,Business,italy,Dennis David,french,2019
1923,unconfirmed,Client,germany,Dennis David,french,2019
1924,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
1925,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
1926,unconfirmed,Business,france,Tammie Friedman,french,2019
1927,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
1928,unconfirmed,Business,germany,Denise Andrews,german,2019
1929,unconfirmed,Client,germany,Denise Andrews,german,2019
1930,confirmed,Client,spain,Tiffany Jones,spanish,2019
1931,confirmed,Client,italy,Tammie Friedman,french,2019
1932,unconfirmed,Business,germany,Stephen Silva,german,2019
1933,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
1934,confirmed,Client,spain,Denise Andrews,german,2019
1935,unconfirmed,Business,france,Kenneth Lee,italan,2019
1936,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1937,unconfirmed,Client,germany,Zachary Henry,german,2019
1938,unconfirmed,Business,germany,Zachary Henry,german,2019
1939,unconfirmed,Business,spain,Wesley Blanchard,german,2019
1940,confirmed,Client,france,Dennis David,french,2019
1941,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
1942,unconfirmed,Client,spain,Wesley Blanchard,german,2019
1943,unconfirmed,Client,germany,Karen Harrington,german,2019
1944,confirmed,Business,germany,Mr. Timothy Hall,italan,2019
1945,unconfirmed,Business,italy,Stephen Silva,german,2019
1946,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
1947,unconfirmed,Client,spain,James Rivera,spanish,2019
1948,confirmed,Client,spain,Tiffany Jones,spanish,2019
1949,unconfirmed,Client,italy,Zachary Henry,german,2019
1950,confirmed,Client,italy,Denise Andrews,german,2019
1951,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
1952,confirmed,Business,spain,Stephen Silva,german,2019
1953,unconfirmed,Client,france,Dennis David,french,2019
1954,confirmed,Client,germany,Stephen Silva,german,2019
1955,unconfirmed,Business,spain,Zachary Henry,german,2019
1956,unconfirmed,Business,italy,Zachary Henry,german,2019
1957,unconfirmed,Business,spain,Wesley Blanchard,german,2019
1958,unconfirmed,Client,germany,Kristen Berry,spanish,2019
1959,unconfirmed,Business,spain,Kristen Berry,spanish,2019
1960,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
1961,unconfirmed,Client,germany,Karen Harrington,german,2019
1962,unconfirmed,Client,germany,Tammie Friedman,french,2019
1963,unconfirmed,Business,germany,Stephen Silva,german,2019
1964,unconfirmed,Business,germany,Kristen Berry,spanish,2019
1965,unconfirmed,Business,france,Dennis David,french,2019
1966,unconfirmed,Client,germany,Kenneth Lee,italan,2019
1967,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
1968,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
1969,unconfirmed,Client,france,Tiffany Jones,spanish,2019
1970,unconfirmed,Business,spain,Dennis David,french,2019
1971,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
1972,unconfirmed,Client,italy,Tristan Diaz,spanish,2019
1973,unconfirmed,Business,spain,James Rivera,spanish,2019
1974,confirmed,Business,italy,Tiffany Jones,spanish,2019
1975,unconfirmed,Client,spain,Kristen Berry,spanish,2019
1976,unconfirmed,Client,germany,Dennis David,french,2019
1977,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
1978,confirmed,Client,spain,Wesley Blanchard,german,2019
1979,unconfirmed,Client,italy,Dennis David,french,2019
1980,unconfirmed,Client,france,Tristan Diaz,spanish,2019
1981,unconfirmed,Client,germany,Denise Andrews,german,2019
1982,unconfirmed,Client,germany,James Rivera,spanish,2019
1983,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
1984,unconfirmed,Business,france,James Rivera,spanish,2019
1985,confirmed,Client,spain,Dennis David,french,2019
1986,unconfirmed,Client,france,Denise Andrews,german,2019
1987,unconfirmed,Business,france,Zachary Henry,german,2019
1988,unconfirmed,Client,spain,Tammie Friedman,french,2019
1989,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
1990,unconfirmed,Client,france,Zachary Henry,german,2019
1991,unconfirmed,Business,france,Kristen Berry,spanish,2019
1992,unconfirmed,Business,france,Tiffany Jones,spanish,2019
1993,unconfirmed,Client,italy,Wesley Blanchard,german,2019
1994,unconfirmed,Business,italy,Stephen Silva,german,2019
1995,unconfirmed,Business,germany,Karen Harrington,german,2019
1996,unconfirmed,Business,spain,Denise Andrews,german,2019
1997,confirmed,Business,spain,Stephen Silva,german,2019
1998,unconfirmed,Client,france,Zachary Henry,german,2019
1999,unconfirmed,Business,germany,Dennis David,french,2019
2000,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2001,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2002,confirmed,Client,france,Kenneth Lee,italan,2019
2003,unconfirmed,Business,france,James Rivera,spanish,2019
2004,unconfirmed,Client,italy,Karen Harrington,german,2019
2005,unconfirmed,Client,france,Dennis David,french,2019
2006,unconfirmed,Business,germany,Stephen Silva,german,2019
2007,unconfirmed,Business,france,Karen Harrington,german,2019
2008,unconfirmed,Client,italy,Zachary Henry,german,2019
2009,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2010,unconfirmed,Business,france,James Rivera,spanish,2019
2011,unconfirmed,Client,germany,Zachary Henry,german,2019
2012,confirmed,Business,spain,Tiffany Jones,spanish,2019
2013,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2014,unconfirmed,Business,france,Tammie Friedman,french,2019
2015,unconfirmed,Business,spain,Karen Harrington,german,2019
2016,unconfirmed,Business,spain,Kenneth Lee,italan,2019
2017,confirmed,Business,france,James Rivera,spanish,2019
2018,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2019,confirmed,Client,italy,Kenneth Lee,italan,2019
2020,unconfirmed,Business,spain,Denise Andrews,german,2019
2021,unconfirmed,Client,france,Stephen Silva,german,2019
2022,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2023,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2024,unconfirmed,Business,germany,Dennis David,french,2019
2025,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2026,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2027,unconfirmed,Client,spain,Denise Andrews,german,2019
2028,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2029,unconfirmed,Client,germany,Karen Harrington,german,2019
2030,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2031,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2032,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2033,unconfirmed,Client,france,Karen Harrington,german,2019
2034,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2035,unconfirmed,Client,germany,James Rivera,spanish,2019
2036,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2037,unconfirmed,Business,france,Tammie Friedman,french,2019
2038,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2039,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2040,unconfirmed,Client,spain,Zachary Henry,german,2019
2041,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2042,unconfirmed,Business,spain,Karen Harrington,german,2019
2043,unconfirmed,Client,france,Zachary Henry,german,2019
2044,unconfirmed,Client,italy,Wesley Blanchard,german,2019
2045,unconfirmed,Client,spain,Karen Harrington,german,2019
2046,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2047,confirmed,Client,spain,James Rivera,spanish,2019
2048,unconfirmed,Client,spain,Tammie Friedman,french,2019
2049,unconfirmed,Business,germany,Zachary Henry,german,2019
2050,unconfirmed,Client,italy,Zachary Henry,german,2019
2051,confirmed,Client,italy,Stephen Silva,german,2019
2052,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2053,unconfirmed,Client,spain,Stephen Silva,german,2019
2054,unconfirmed,Client,france,Stephen Silva,german,2019
2055,unconfirmed,Client,france,Karen Harrington,german,2019
2056,confirmed,Business,germany,Jerry Rivera,spanish,2019
2057,unconfirmed,Business,spain,Zachary Henry,german,2019
2058,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2059,unconfirmed,Client,germany,Dennis David,french,2019
2060,unconfirmed,Client,germany,Zachary Henry,german,2019
2061,unconfirmed,Client,italy,Dennis David,french,2019
2062,unconfirmed,Client,france,James Rivera,spanish,2019
2063,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2064,confirmed,Client,germany,Kenneth Lee,italan,2019
2065,unconfirmed,Client,france,Stephen Silva,german,2019
2066,unconfirmed,Client,germany,Zachary Henry,german,2019
2067,unconfirmed,Client,france,Tammie Friedman,french,2019
2068,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2069,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2070,confirmed,Client,germany,Karen Harrington,german,2019
2071,unconfirmed,Client,spain,Tammie Friedman,french,2019
2072,unconfirmed,Client,italy,Karen Harrington,german,2019
2073,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2074,unconfirmed,Business,germany,Zachary Henry,german,2019
2075,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2076,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
2077,unconfirmed,Client,italy,Karen Harrington,german,2019
2078,unconfirmed,Client,france,Zachary Henry,german,2019
2079,confirmed,Client,germany,Jerry Rivera,spanish,2019
2080,unconfirmed,Business,germany,Stephen Silva,german,2019
2081,unconfirmed,Client,france,Stephen Silva,german,2019
2082,confirmed,Client,germany,Tiffany Jones,spanish,2019
2083,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2084,confirmed,Business,spain,Tiffany Jones,spanish,2019
2085,unconfirmed,Business,france,Tiffany Jones,spanish,2019
2086,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2087,confirmed,Client,germany,Dennis David,french,2019
2088,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2089,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2090,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2091,unconfirmed,Client,france,Denise Andrews,german,2019
2092,unconfirmed,Client,italy,James Rivera,spanish,2019
2093,unconfirmed,Client,spain,Dennis David,french,2019
2094,unconfirmed,Client,germany,Tammie Friedman,french,2019
2095,unconfirmed,Client,spain,Zachary Henry,german,2019
2096,confirmed,Business,spain,Kristen Berry,spanish,2019
2097,unconfirmed,Client,italy,James Rivera,spanish,2019
2098,unconfirmed,Client,germany,Zachary Henry,german,2019
2099,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2100,unconfirmed,Client,france,Wesley Blanchard,german,2019
2101,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2102,unconfirmed,Client,germany,Dennis David,french,2019
2103,unconfirmed,Business,germany,Tammie Friedman,french,2019
2104,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2105,unconfirmed,Business,italy,Jerry Rivera,spanish,2019
2106,unconfirmed,Business,italy,Kristen Berry,spanish,2019
2107,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2108,unconfirmed,Client,spain,James Rivera,spanish,2019
2109,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2110,unconfirmed,Client,france,Karen Harrington,german,2019
2111,unconfirmed,Client,italy,Zachary Henry,german,2019
2112,unconfirmed,Client,italy,Stephen Silva,german,2019
2113,confirmed,Client,spain,Jerry Rivera,spanish,2019
2114,unconfirmed,Client,france,Kristen Berry,spanish,2019
2115,unconfirmed,Business,spain,James Rivera,spanish,2019
2116,unconfirmed,Client,germany,Dennis David,french,2019
2117,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2118,unconfirmed,Business,germany,Dennis David,french,2019
2119,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2120,unconfirmed,Client,france,Stephen Silva,german,2019
2121,unconfirmed,Client,italy,Kenneth Lee,italan,2019
2122,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2123,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2124,unconfirmed,Client,spain,James Rivera,spanish,2019
2125,unconfirmed,Business,spain,Dennis David,french,2019
2126,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2127,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2128,unconfirmed,Business,spain,James Rivera,spanish,2019
2129,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2130,unconfirmed,Client,germany,Stephen Silva,german,2019
2131,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2132,unconfirmed,Business,germany,Karen Harrington,german,2019
2133,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2134,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2135,confirmed,Client,germany,James Rivera,spanish,2019
2136,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2137,unconfirmed,Business,france,Zachary Henry,german,2019
2138,confirmed,Client,germany,Tammie Friedman,french,2019
2139,unconfirmed,Client,germany,Dennis David,french,2019
2140,unconfirmed,Client,germany,Dennis David,french,2019
2141,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2142,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2143,unconfirmed,Client,italy,Denise Andrews,german,2019
2144,unconfirmed,Business,germany,Zachary Henry,german,2019
2145,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
2146,unconfirmed,Business,italy,Zachary Henry,german,2019
2147,unconfirmed,Client,italy,Kenneth Lee,italan,2019
2148,unconfirmed,Client,france,Dennis David,french,2019
2149,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2150,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2151,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2152,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2153,confirmed,Business,spain,Zachary Henry,german,2019
2154,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2155,confirmed,Client,italy,Stephen Silva,german,2019
2156,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2157,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2158,confirmed,Client,germany,Wesley Blanchard,german,2019
2159,unconfirmed,Business,spain,Karen Harrington,german,2019
2160,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2161,unconfirmed,Client,italy,Zachary Henry,german,2019
2162,unconfirmed,Client,germany,Karen Harrington,german,2019
2163,unconfirmed,Business,italy,Stephen Silva,german,2019
2164,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2165,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2166,unconfirmed,Business,spain,Dennis David,french,2019
2167,unconfirmed,Business,spain,Wesley Blanchard,german,2019
2168,unconfirmed,Client,germany,Tammie Friedman,french,2019
2169,unconfirmed,Business,spain,Stephen Silva,german,2019
2170,unconfirmed,Business,germany,Karen Harrington,german,2019
2171,unconfirmed,Business,italy,Zachary Henry,german,2019
2172,confirmed,Client,spain,Kenneth Lee,italan,2019
2173,unconfirmed,Client,germany,Stephen Silva,german,2019
2174,confirmed,Client,italy,Karen Harrington,german,2019
2175,unconfirmed,Client,italy,Zachary Henry,german,2019
2176,unconfirmed,Client,france,Karen Harrington,german,2019
2177,unconfirmed,Client,italy,Zachary Henry,german,2019
2178,unconfirmed,Client,spain,James Rivera,spanish,2019
2179,unconfirmed,Client,france,Denise Andrews,german,2019
2180,unconfirmed,Client,spain,Stephen Silva,german,2019
2181,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2182,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2183,unconfirmed,Business,france,Zachary Henry,german,2019
2184,unconfirmed,Client,germany,Tammie Friedman,french,2019
2185,unconfirmed,Client,italy,Karen Harrington,german,2019
2186,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
2187,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2188,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2189,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2190,confirmed,Client,germany,Dennis David,french,2019
2191,unconfirmed,Business,italy,Tammie Friedman,french,2019
2192,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2193,unconfirmed,Client,italy,Denise Andrews,german,2019
2194,confirmed,Client,germany,James Rivera,spanish,2019
2195,confirmed,Business,spain,Mr. Timothy Hall,italan,2019
2196,unconfirmed,Client,spain,Tammie Friedman,french,2019
2197,confirmed,Client,italy,Kristen Berry,spanish,2019
2198,unconfirmed,Business,france,Stephen Silva,german,2019
2199,unconfirmed,Client,italy,James Rivera,spanish,2019
2200,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2201,unconfirmed,Client,france,Jerry Rivera,spanish,2019
2202,unconfirmed,Client,italy,Denise Andrews,german,2019
2203,unconfirmed,Business,germany,Zachary Henry,german,2019
2204,unconfirmed,Client,italy,Kristen Berry,spanish,2019
2205,unconfirmed,Business,italy,Tammie Friedman,french,2019
2206,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2207,unconfirmed,Client,france,James Rivera,spanish,2019
2208,unconfirmed,Client,spain,Stephen Silva,german,2019
2209,unconfirmed,Client,france,Tristan Diaz,spanish,2019
2210,unconfirmed,Client,italy,Dennis David,french,2019
2211,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
2212,confirmed,Client,spain,Kristen Berry,spanish,2019
2213,unconfirmed,Client,spain,Tammie Friedman,french,2019
2214,unconfirmed,Client,france,Denise Andrews,german,2019
2215,unconfirmed,Client,france,Tammie Friedman,french,2019
2216,unconfirmed,Business,spain,Dennis David,french,2019
2217,unconfirmed,Business,france,Wesley Blanchard,german,2019
2218,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2219,unconfirmed,Business,germany,Zachary Henry,german,2019
2220,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2221,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2222,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2223,unconfirmed,Client,spain,Zachary Henry,german,2019
2224,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2225,unconfirmed,Client,france,Wesley Blanchard,german,2019
2226,unconfirmed,Business,italy,Kristen Berry,spanish,2019
2227,unconfirmed,Business,spain,Karen Harrington,german,2019
2228,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2229,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2230,unconfirmed,Client,france,Zachary Henry,german,2019
2231,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2232,confirmed,Client,germany,Kristen Berry,spanish,2019
2233,unconfirmed,Business,spain,Stephen Silva,german,2019
2234,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2235,unconfirmed,Client,italy,Karen Harrington,german,2019
2236,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2237,confirmed,Client,germany,Tiffany Jones,spanish,2019
2238,unconfirmed,Client,italy,Stephen Silva,german,2019
2239,unconfirmed,Business,spain,Denise Andrews,german,2019
2240,unconfirmed,Client,germany,Tammie Friedman,french,2019
2241,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2242,unconfirmed,Client,italy,Tammie Friedman,french,2019
2243,unconfirmed,Business,italy,Kristen Berry,spanish,2019
2244,unconfirmed,Business,france,Denise Andrews,german,2019
2245,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2246,confirmed,Client,spain,Kenneth Lee,italan,2019
2247,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2248,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2249,unconfirmed,Business,germany,Dennis David,french,2019
2250,unconfirmed,Business,germany,Tammie Friedman,french,2019
2251,unconfirmed,Client,spain,Zachary Henry,german,2019
2252,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2253,unconfirmed,Client,germany,Zachary Henry,german,2019
2254,unconfirmed,Client,spain,Zachary Henry,german,2019
2255,unconfirmed,Business,germany,Zachary Henry,german,2019
2256,confirmed,Client,spain,Tiffany Jones,spanish,2019
2257,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2258,unconfirmed,Client,france,Karen Harrington,german,2019
2259,unconfirmed,Client,italy,Zachary Henry,german,2019
2260,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2261,confirmed,Client,germany,Stephen Silva,german,2019
2262,confirmed,Client,italy,Jerry Rivera,spanish,2019
2263,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2264,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2265,unconfirmed,Business,france,Stephen Silva,german,2019
2266,unconfirmed,Business,spain,Wesley Blanchard,german,2019
2267,unconfirmed,Client,italy,Zachary Henry,german,2019
2268,confirmed,Business,spain,Kenneth Lee,italan,2019
2269,unconfirmed,Client,germany,James Rivera,spanish,2019
2270,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2271,unconfirmed,Business,italy,Tammie Friedman,french,2019
2272,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2273,unconfirmed,Client,italy,Denise Andrews,german,2019
2274,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2275,unconfirmed,Business,germany,Karen Harrington,german,2019
2276,unconfirmed,Client,germany,Denise Andrews,german,2019
2277,unconfirmed,Business,spain,James Rivera,spanish,2019
2278,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2279,unconfirmed,Client,italy,Zachary Henry,german,2019
2280,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2281,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2282,unconfirmed,Business,spain,Karen Harrington,german,2019
2283,unconfirmed,Business,italy,Dennis David,french,2019
2284,confirmed,Client,spain,Kenneth Lee,italan,2019
2285,confirmed,Business,spain,Kenneth Lee,italan,2019
2286,unconfirmed,Client,france,Zachary Henry,german,2019
2287,confirmed,Client,germany,Mr. Timothy Hall,italan,2019
2288,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2289,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2290,unconfirmed,Business,spain,Kenneth Lee,italan,2019
2291,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2292,unconfirmed,Business,italy,James Rivera,spanish,2019
2293,unconfirmed,Client,france,Kenneth Lee,italan,2019
2294,confirmed,Business,germany,Kristen Berry,spanish,2019
2295,confirmed,Business,france,Tiffany Jones,spanish,2019
2296,unconfirmed,Client,france,Kenneth Lee,italan,2019
2297,unconfirmed,Business,spain,Stephen Silva,german,2019
2298,unconfirmed,Client,spain,Zachary Henry,german,2019
2299,unconfirmed,Client,italy,Stephen Silva,german,2019
2300,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2301,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2302,confirmed,Client,spain,Stephen Silva,german,2019
2303,unconfirmed,Business,spain,Zachary Henry,german,2019
2304,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2305,unconfirmed,Client,france,Zachary Henry,german,2019
2306,unconfirmed,Business,france,Denise Andrews,german,2019
2307,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2308,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2309,unconfirmed,Client,spain,Stephen Silva,german,2019
2310,confirmed,Client,germany,Stephen Silva,german,2019
2311,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2312,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2313,unconfirmed,Business,germany,Karen Harrington,german,2019
2314,confirmed,Business,germany,Jerry Rivera,spanish,2019
2315,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2316,unconfirmed,Business,spain,Dennis David,french,2019
2317,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2318,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2319,confirmed,Client,spain,Tristan Diaz,spanish,2019
2320,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2321,unconfirmed,Client,italy,Denise Andrews,german,2019
2322,unconfirmed,Client,france,James Rivera,spanish,2019
2323,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2324,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2325,confirmed,Business,spain,Stephen Silva,german,2019
2326,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2327,confirmed,Client,germany,Kristen Berry,spanish,2019
2328,unconfirmed,Business,france,James Rivera,spanish,2019
2329,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2330,unconfirmed,Client,france,Tiffany Jones,spanish,2019
2331,confirmed,Client,france,Wesley Blanchard,german,2019
2332,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2333,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
2334,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
2335,confirmed,Business,spain,Tammie Friedman,french,2019
2336,unconfirmed,Client,spain,Stephen Silva,german,2019
2337,unconfirmed,Business,france,Karen Harrington,german,2019
2338,unconfirmed,Business,france,Tammie Friedman,french,2019
2339,unconfirmed,Client,spain,Tammie Friedman,french,2019
2340,unconfirmed,Client,france,Zachary Henry,german,2019
2341,confirmed,Client,spain,Kenneth Lee,italan,2019
2342,unconfirmed,Business,germany,Karen Harrington,german,2019
2343,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2344,unconfirmed,Client,spain,Stephen Silva,german,2019
2345,unconfirmed,Client,spain,Zachary Henry,german,2019
2346,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2347,unconfirmed,Client,spain,Denise Andrews,german,2019
2348,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2349,unconfirmed,Business,spain,Denise Andrews,german,2019
2350,unconfirmed,Client,italy,Jerry Rivera,spanish,2019
2351,unconfirmed,Client,spain,Zachary Henry,german,2019
2352,unconfirmed,Client,germany,Jerry Rivera,spanish,2019
2353,unconfirmed,Client,germany,Mr. Timothy Hall,italan,2019
2354,unconfirmed,Business,italy,Kristen Berry,spanish,2019
2355,unconfirmed,Client,italy,Tiffany Jones,spanish,2019
2356,confirmed,Client,germany,Dennis David,french,2019
2357,unconfirmed,Business,germany,Karen Harrington,german,2019
2358,unconfirmed,Client,spain,Stephen Silva,german,2019
2359,unconfirmed,Client,spain,Mr. Timothy Hall,italan,2019
2360,unconfirmed,Business,italy,Zachary Henry,german,2019
2361,unconfirmed,Business,italy,Wesley Blanchard,german,2019
2362,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2363,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2364,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2365,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2366,unconfirmed,Business,spain,Kristen Berry,spanish,2019
2367,unconfirmed,Business,france,Jerry Rivera,spanish,2019
2368,unconfirmed,Business,spain,Zachary Henry,german,2019
2369,unconfirmed,Business,france,Stephen Silva,german,2019
2370,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2371,unconfirmed,Client,france,James Rivera,spanish,2019
2372,unconfirmed,Client,germany,Zachary Henry,german,2019
2373,confirmed,Client,italy,Tristan Diaz,spanish,2019
2374,unconfirmed,Business,germany,James Rivera,spanish,2019
2375,unconfirmed,Business,france,Dennis David,french,2019
2376,unconfirmed,Client,spain,Denise Andrews,german,2019
2377,confirmed,Business,italy,Tammie Friedman,french,2019
2378,unconfirmed,Business,germany,Dennis David,french,2019
2379,unconfirmed,Client,germany,James Rivera,spanish,2019
2380,unconfirmed,Business,italy,Zachary Henry,german,2019
2381,unconfirmed,Business,germany,Stephen Silva,german,2019
2382,unconfirmed,Business,germany,Tristan Diaz,spanish,2019
2383,unconfirmed,Client,italy,Tammie Friedman,french,2019
2384,unconfirmed,Business,spain,Mr. Timothy Hall,italan,2019
2385,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2386,unconfirmed,Client,france,Karen Harrington,german,2019
2387,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2388,unconfirmed,Client,italy,Stephen Silva,german,2019
